ticker,rows,first_date,last_date,universe_source,status,RIC,price_obs,price_first,price_last,esg_first_date,esg_last_date,esg_obs,esg_first_year,esg_last_year,E_nonnull,S_nonnull,G_nonnull,first_year_with_lagged_esg,eligibility_status,price_method,esg_complete,final_status,exclusion_reason
EXPE,1460997,20050810,20190628,raw_options,PENDING_LSEG_RECONCILIATION,EXPE.O,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
EXR,234409,20080512,20190628,raw_options,PENDING_LSEG_RECONCILIATION,EXR,2640,2009-01-02,2019-06-28,2014-12-31,2019-12-31,6,2014.0,2019.0,6,6,6,2015.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
F,1519696,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,F,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FAST,812671,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FAST.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FB,1877463,20120529,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FB,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
FBHS,172137,20111005,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FBHS.W^E14,534,2011-10-05,2014-04-30,2010-12-31,2018-12-31,9,2010.0,2018.0,8,8,8,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FCX,1814832,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FCX,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FDX,1794359,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FDX,2640,2009-01-02,2019-06-28,2008-05-31,2017-05-31,10,2008.0,2017.0,10,10,10,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FE,671666,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FE,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FFIV,1662875,19991209,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FFIV.O,2640,2009-01-02,2019-06-28,2010-09-30,2019-09-30,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FIS,437463,20010709,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FIS,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FISV,493053,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FISV.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FITB,753530,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FITB.K,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FL,890476,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FLc1,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
FLIR,565337,20011008,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FLIR.B^J07,0,,,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
FLR,1390343,20001222,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FLR,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FLS,457665,19960904,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FLS,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FMC,449509,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FMC,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FOXA,41086,20190320,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FOXA.O,77,2019-03-12,2019-06-28,,,0,,,0,0,0,,CHECK,INITIAL_LSEG_RIC_TRDPRC_1,False,EXCLUDE_NO_ESG,No complete E/S/G historical series from mapped LSEG RIC
FRT,344311,20080911,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FRT,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FTI,143876,20170117,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FTI,617,2017-01-17,2019-06-28,2017-12-31,2019-12-31,3,2017.0,2019.0,3,3,3,2018.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
FTV,183839,20160706,20190628,raw_options,PENDING_LSEG_RECONCILIATION,FTV,764,2016-06-13,2019-06-28,2015-12-31,2017-12-31,4,2015.0,2017.0,2,2,2,2016.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GD,1204712,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GD,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GE,1783401,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GE,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GILD,2001075,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GILD.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GIS,751989,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GIS,2640,2009-01-02,2019-06-28,2008-05-25,2017-05-28,10,2008.0,2017.0,10,10,10,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GLW,1634049,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GLW,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GM,1303623,20101129,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GM,2166,2010-11-18,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,9,9,9,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GOOG,3415085,20140403,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GOOG.O,1324,2014-03-27,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GOOGL,6772887,20040827,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GOOGL.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GPC,589944,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GPC,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GPN,373646,20020328,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GPN,2640,2009-01-02,2019-06-28,2009-05-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GPS,1590307,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,1GPSZ1m,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
GRMN,1085049,20010315,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GRMN.K,2640,2009-01-02,2019-06-28,2010-12-25,2019-12-28,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GS,2337096,19990811,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GS,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GT,1347024,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GT.O,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
GWW,990672,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,GWW,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HAL,1782712,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HAL,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HAS,1130207,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HAS.O,2640,2009-01-02,2019-06-28,2009-12-27,2018-12-30,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HBAN,482139,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HBAN.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HBI,358372,20060906,20190628,raw_options,PENDING_LSEG_RECONCILIATION,01HIBQ5,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
HCA,1580693,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HCA,2090,2011-03-10,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HCP,340084,19991105,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HCP.B^J07,0,,,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
HD,1940770,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HD,2640,2009-01-02,2019-06-28,2009-02-01,2018-01-28,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HES,1784058,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HES.PH^B09,0,,,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
HIG,1432927,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HIG,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HII,311447,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HII,2082,2011-03-22,2019-06-28,2010-12-31,2018-12-31,9,2010.0,2018.0,8,8,8,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HLT,536164,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HLT,1395,2013-12-12,2019-06-28,2013-12-31,2018-12-31,6,2013.0,2018.0,5,5,5,2014.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HOG,1202903,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HOG,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HOLX,716805,19960329,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HOLX.B^J07,0,,,2009-09-26,2018-09-29,10,2009.0,2018.0,10,10,10,2010.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
HON,1351393,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HON.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HP,795930,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HP,2640,2009-01-02,2019-06-28,2010-09-30,2019-09-30,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HPE,543522,20151103,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HPE,930,2015-10-19,2019-06-28,2014-12-31,2018-10-31,5,2014.0,2018.0,4,4,4,2015.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HPQ,1656443,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HPQ,2640,2009-01-02,2019-06-28,2009-10-31,2018-10-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HRB,776495,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HRB,2640,2009-01-02,2019-06-28,2009-04-30,2018-04-30,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HRL,461751,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HRL,2640,2009-01-02,2019-06-28,2009-10-25,2018-10-28,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HSIC,467161,19960904,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HSIC.O,2640,2009-01-02,2019-06-28,2009-12-26,2018-12-29,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HST,581885,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HST.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HSY,1035377,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HSY,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
HUM,1781774,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,HUM,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IBM,2395834,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IBM,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
ICE,909714,20051128,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ICE,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IDXX,471758,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IDXX.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IFF,444345,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IFF,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
ILMN,1682482,20031218,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ILMN.O,2640,2009-01-02,2019-06-28,2010-01-03,2019-12-29,11,2010.0,2019.0,11,11,11,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
INCY,797680,19960926,20190628,raw_options,PENDING_LSEG_RECONCILIATION,INCY.O,2640,2009-01-02,2019-06-28,2013-12-31,2018-12-31,6,2013.0,2018.0,5,5,5,2014.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
INFO,95160,20140627,20190628,raw_options,PENDING_LSEG_RECONCILIATION,INFO.K,0,,,,,0,,,0,0,0,,CHECK,UNRESOLVED_RIC,False,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
INTC,1974206,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,INTC.O,2640,2009-01-02,2019-06-28,2009-12-26,2018-12-29,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
INTU,957255,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,INTU.O,2640,2009-01-02,2019-06-28,2010-07-31,2019-07-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IP,1485148,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IP,2640,2009-01-02,2019-06-28,2010-12-31,2019-12-31,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IPG,583316,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IPG.PH^B09,0,,,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
IPGP,376662,20070425,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IPGP.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,9,9,9,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IQV,226223,20130606,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IQV,1546,2013-05-09,2019-06-28,2014-12-31,2019-12-31,6,2014.0,2019.0,6,6,6,2015.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IR,912674,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IR,536,2017-05-12,2019-06-28,2016-12-31,2018-12-31,3,2016.0,2018.0,2,2,2,2017.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IRM,495760,19980514,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IRM,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
ISRG,3533410,20010724,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ISRG.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IT,360768,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IT,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,9,9,9,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
ITW,985121,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,ITW,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
IVZ,440221,20070221,20190628,raw_options,PENDING_LSEG_RECONCILIATION,IVZ,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
JBHT,476675,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JBHT.O,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
JCI,1154708,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JCI,2640,2009-01-02,2019-06-28,2010-09-24,2019-09-30,10,2010.0,2019.0,10,10,10,2011.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
JEC,578964,19990107,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JEC.B^J07,0,,,2010-10-01,2019-09-27,10,2010.0,2019.0,10,10,10,2011.0,CHECK,UNRESOLVED_RIC,True,UNRESOLVED_PRICE,Mapped/historical RIC returned no TRDPRC_1 in 2009-2019 audit; corporate-action successor resolution required
JEF,494849,19970604,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JEF,2640,2009-01-02,2019-06-28,2009-12-31,2018-11-30,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
JNJ,1778893,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JNJ,2640,2009-01-02,2019-06-28,2008-12-28,2018-12-30,11,2008.0,2018.0,11,11,11,2009.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
JNPR,1608058,19991007,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JNPR.W^E14,1136,2009-01-02,2014-04-30,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
JPM,2253051,19960104,20190628,raw_options,PENDING_LSEG_RECONCILIATION,JPM,2640,2009-01-02,2019-06-28,2009-12-31,2018-12-31,10,2009.0,2018.0,10,10,10,2010.0,DIRECT_PRICE_ESG_OPTION,INITIAL_LSEG_RIC_TRDPRC_1,True,ELIGIBLE_PRELIM,
